topic,rank,word,score
83,0,migrate,0.052744734570799603
83,1,reviewedby,0.04702414831779723
83,2,sync,0.04420903462059195
83,3,pr,0.042599443366797926
83,4,commitqueue,0.03524080406443711
83,5,liu,0.0343731235717541
83,6,crcommitposition,0.031777646989837545
83,7,reviewedon,0.030876913666149235
83,8,changeid,0.030876913666149235
83,9,closed sync,0.029330375213724304
84,0,fullscreen,0.19007513805970294
84,1,video,0.1069721710257687
84,2,fullscreen mode,0.060628613823344515
84,3,controls,0.05228973457579028
84,4,mode,0.04064568595442688
84,5,screen,0.038522662408125484
84,6,youtube,0.028313556631857376
84,7,enter,0.027635073021944775
84,8,transition,0.027364453359948637
84,9,exit,0.024472796858188376
85,0,onboarding,0.11944671306103931
85,1,callout,0.11904214916317489
85,2,callouts,0.06418663918887775
85,3,rc,0.06380355242609805
85,4,sidebar,0.05802721373379755
85,5,checklist,0.04909185260140312
85,6,monitor,0.03978541314902968
85,7,collection,0.03571315610869931
85,8,add new,0.033604834775508956
85,9,strings,0.033463803201350645
86,0,361,0.08911301821551157
86,1,marionette,0.05746518940022419
86,2,info parent,0.052533339815298834
86,3,parent,0.035771129898260645
86,4,warning,0.03507819004729688
86,5,background warning,0.03471960727619084
86,6,ipdl background,0.034668869668807674
86,7,ipdl,0.03441896225717588
86,8,specs,0.03277640329546886
86,9,thread warning,0.028735268060539422
87,0,address,0.16183289782829444
87,1,autofill,0.10757662924932868
87,2,form,0.08933830825871598
87,3,doorhanger,0.0856513442913402
87,4,fields,0.08210594062557597
87,5,autofilled,0.0725960006630758
87,6,field,0.05351545566723202
87,7,save,0.04174469543944033
87,8,browsersearchregion,0.04126388224656953
87,9,saved,0.04077530630822961
88,0,bug fixes,0.5791544498682137
88,1,activity,0.43846639147065336
88,2,fixes,0.3748808321818672
88,3,stream,0.3679382562037556
88,4,export,0.16980790921796418
88,5,react,0.08672941863913365
88,6,license,0.08502470086498179
88,7,snippets,0.06689864482440659
88,8,tab page,0.055420667469295845
88,9,scrollable,0.05105092233328404
89,0,webrtc,0.12405628748434949
89,1,wpt,0.05459325029306536
89,2,sync,0.05060687802188288
89,3,pr,0.04819065169458205
89,4,wptexportrevision,0.033616643500951456
89,5,closed sync,0.03357500867222348
89,6,sync webplatformtests,0.03357500867222348
89,7,complete pr,0.03357500867222348
89,8,wptsync,0.03357500867222348
89,9,details upstream,0.03357500867222348
90,0,telemetry,0.20753238815262104
90,1,enrollment,0.1024969821147071
90,2,data,0.05092580265820275
90,3,heuristics,0.04817634882330965
90,4,ping,0.04813921155734893
90,5,ids,0.04539103761317317
90,6,id,0.04199143923057807
90,7,telemetry probe,0.03708267636901711
90,8,client id,0.03613226161748224
90,9,experiment,0.0335958454482711
91,0,fluent,0.18813747657804017
91,1,strings,0.09985967544301352
91,2,migration,0.06280133118696032
91,3,migrate,0.039907516240083145
91,4,string,0.03425645212216033
91,5,need,0.03373823496992398
91,6,width height,0.03168660698348264
91,7,attribute,0.030538360511636765
91,8,script,0.02918982773780477
91,9,file created,0.02865874964811904
92,0,accessibility,0.17716363368613744
92,1,node,0.12254100723542588
92,2,accessible,0.10094903609358534
92,3,api,0.0982364162924214
92,4,tier,0.08298615392477235
92,5,fail,0.07592544562703421
92,6,focusable,0.06623561009046566
92,7,individual,0.06597168427088893
92,8,failing,0.06445703483370477
92,9,labeled,0.06368881412675115
93,0,permission,0.12389958294729239
93,1,location,0.07246603966273352
93,2,origin,0.05665626535344255
93,3,access,0.05076612946678303
93,4,policy,0.041642246137028875
93,5,cross,0.03711205410890347
93,6,panel,0.03636537754120799
93,7,permissions,0.03360522601709163
93,8,allow,0.03180826501459256
93,9,crossorigin,0.03070895001764319
94,0,frame,0.0667089327163649
94,1,reflow,0.054471657288272704
94,2,word,0.054187401544008335
94,3,time spent,0.03878347578228702
94,4,packaging,0.03713734409784548
94,5,spent,0.03667257501238996
94,6,time,0.0351552216416715
94,7,invalidate,0.03475852551084162
94,8,outofflow,0.03247159738494891
94,9,frames,0.03211009020721341
95,0,dns,0.08289911556599693
95,1,resolve,0.06846681931120313
95,2,unsigned short,0.048501698196283326
95,3,short,0.04497219049147089
95,4,resolver,0.04300259867073665
95,5,requests,0.040889140477687234
95,6,https,0.03697687647423935
95,7,mozillaoriginattributes,0.0360040724142739
95,8,resolution,0.03536536013696028
95,9,domain,0.034692259404034816
