component,S1,S2,S3,S4
Networking: Cache,0.024691358024691357,0.08641975308641975,0.7777777777777778,0.1111111111111111
Networking: Cookies,0.027586206896551724,0.06206896551724138,0.7448275862068966,0.16551724137931034
Networking: DNS,0.012121212121212121,0.06060606060606061,0.8121212121212121,0.11515151515151516
Networking: Exchange,0.0,0.5,0.0,0.5
Networking: FTP,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0
Networking: File,0.07692307692307693,0.0,0.9230769230769231,0.0
Networking: HTTP,0.03260869565217391,0.11684782608695653,0.7119565217391305,0.13858695652173914
Networking: IMAP,0.10344827586206896,0.4827586206896552,0.3103448275862069,0.10344827586206896
Networking: JAR,0.05,0.15,0.65,0.15
Networking: NNTP,0.0,0.2,0.6,0.2
Networking: POP,0.0,0.5,0.5,0.0
Networking: Proxy,0.0,0.0,0.7777777777777778,0.2222222222222222
Networking: SMTP,0.125,0.0,0.75,0.125
Networking: WebSockets,0.0,0.20454545454545456,0.5681818181818182,0.22727272727272727
New Tab Page,0.009210526315789473,0.08157894736842106,0.7776315789473685,0.13157894736842105
Nimbus Desktop Client,0.0,0.024154589371980676,0.9227053140096618,0.05314009661835749
Normandy Client,0.03125,0.078125,0.828125,0.0625
Notifications and Alerts,0.0,0.15217391304347827,0.6739130434782609,0.17391304347826086
Nucleus,0.0,0.0,1.0,0.0
OS Integration,0.08,0.16,0.64,0.12
OS.File,0.0,0.0,0.9523809523809523,0.047619047619047616
Object Inspector,0.0,0.18181818181818182,0.8181818181818182,0.0
Onboarding,0.0,0.4444444444444444,0.4222222222222222,0.13333333333333333
Operations,0.0,0.0,1.0,0.0
Operations and Service Requests,0.0,0.0,1.0,0.0
Operations: AMO,0.0,0.0,1.0,0.0
Operations: AWS Account Request,0.0,0.0,1.0,0.0
Operations: Autograph,0.0,0.0,1.0,0.0
Operations: Balrog,0.0,0.0,1.0,0.0
Operations: CRLite,0.0,0.0,1.0,0.0
Operations: Deployment Requests - DEPRECATED,0.0,0.0,1.0,0.0
Operations: Kinto,0.5,0.0,0.5,0.0
Operations: LandoAPI,0.0,0.0,1.0,0.0
Operations: Metrics/Monitoring,0.0,0.0,1.0,0.0
Operations: Miscellaneous,0.058823529411764705,0.029411764705882353,0.9117647058823529,0.0
Operations: Normandy,0.0,0.0,1.0,0.0
Operations: Phabricator,0.0,0.0,1.0,0.0
Operations: Product Delivery,0.14285714285714285,0.0,0.8571428571428571,0.0
Operations: Sentry,0.0,0.0,1.0,0.0
Operations: Socorro,0.0,0.0,1.0,0.0
Operations: Taskcluster,0.0,0.0,1.0,0.0
Other,0.09411764705882353,0.2235294117647059,0.6705882352941176,0.011764705882352941
Overlays,0.0,0.0,1.0,0.0
PDF Viewer,0.008858267716535433,0.10334645669291338,0.8543307086614174,0.03346456692913386
PWA,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
Page Info,0.0,0.0,1.0,0.0
Page Info Window,0.0,0.0,0.8636363636363636,0.13636363636363635
Page Layout,0.0,0.0,1.0,0.0
Pages & Content,0.0,0.3333333333333333,0.6666666666666666,0.0
Palm Sync,0.0,0.0,1.0,0.0
Pan and Zoom,0.0,0.0,1.0,0.0
Panning and Zooming,0.015100671140939598,0.10234899328859061,0.802013422818792,0.08053691275167785
Panning/Zooming,0.0,0.0,1.0,0.0
Panorama,0.0,0.0,1.0,0.0
Password Manager,0.011235955056179775,0.056179775280898875,0.8202247191011236,0.11235955056179775
Password Manager: Site Compatibility,0.0,0.018867924528301886,0.660377358490566,0.32075471698113206
Passwords & Permissions,0.23809523809523808,0.047619047619047616,0.7142857142857143,0.0
Payments/Refunds,0.0,0.0,1.0,0.0
PerLDAP,0.0,0.0,1.0,0.0
PerfCompare,0.0,0.16129032258064516,0.7580645161290323,0.08064516129032258
Perfherder,0.05660377358490566,0.0,0.9433962264150944,0.0
Performance,0.002881844380403458,0.11527377521613832,0.7550432276657061,0.12680115273775217
Performance Monitoring,0.0,0.1,0.5333333333333333,0.36666666666666664
Performance Tools (Profiler/Timeline),0.01282051282051282,0.01282051282051282,0.7307692307692307,0.24358974358974358
Performance: General,0.0,0.0684931506849315,0.726027397260274,0.2054794520547945
Performance: Navigation,0.0,0.0,1.0,0.0
Performance: Responsiveness,0.0,0.0,1.0,0.0
Permission Manager,0.04,0.04,0.88,0.04
Phabricator,0.0,0.1111111111111111,0.8888888888888888,0.0
Phabricator Integration,0.0,0.25,0.75,0.0
Picture-in-Picture,0.0,0.0847457627118644,0.6186440677966102,0.2966101694915254
Pioneer,0.0,0.0,1.0,0.0
Places,0.013100436681222707,0.048034934497816595,0.8209606986899564,0.11790393013100436
Plug-ins,0.13274336283185842,0.061946902654867256,0.8053097345132744,0.0
Plugin Finder Service,0.0,0.3333333333333333,0.6666666666666666,0.0
Plugins,0.0,0.0,1.0,0.0
Pocket,0.08,0.08,0.68,0.16
Pontoon,0.0,0.0,1.0,0.0
PopupNotifications and Notification Bars,0.0,0.46153846153846156,0.3076923076923077,0.23076923076923078
Post-Processing,0.0,0.0,0.0,1.0
Preferences,0.03508771929824561,0.03508771929824561,0.8245614035087719,0.10526315789473684
Preferences: Backend,0.016666666666666666,0.06666666666666667,0.8666666666666667,0.05
Presto,0.0,0.0,1.0,0.0
Print Preview,0.034482758620689655,0.20689655172413793,0.7241379310344828,0.034482758620689655
Printing,0.03571428571428571,0.19642857142857142,0.5714285714285714,0.19642857142857142
Printing: Output,0.07947019867549669,0.2582781456953642,0.6423841059602649,0.019867549668874173
Printing: Setup,0.0,0.19047619047619047,0.7857142857142857,0.023809523809523808
Privacy,0.017857142857142856,0.32142857142857145,0.5535714285714286,0.10714285714285714
Privacy: Anti-Tracking,0.0076726342710997444,0.09462915601023018,0.7672634271099744,0.13043478260869565
Privacy: Site Reports,0.0,0.42483660130718953,0.5098039215686274,0.06535947712418301
Private Browsing,0.028985507246376812,0.08695652173913043,0.6811594202898551,0.2028985507246377
Processor,0.0,0.0,1.0,0.0
Product Details,0.0,0.0,1.0,0.0
Profile Backup,0.0,0.05,0.2,0.75
Profile Migration,0.0,0.0,1.0,0.0
Profile: BackEnd,0.16,0.12,0.68,0.04
Profile: Migration,0.125,0.0,0.875,0.0
Project Request,0.0,0.06896551724137931,0.9310344827586207,0.0
Project Tracking,0.0,0.0,1.0,0.0
Protections UI,0.014925373134328358,0.014925373134328358,0.8731343283582089,0.09701492537313433
Provider: CalDAV,0.25,0.25,0.375,0.125
Provider: GData,0.5,0.0,0.5,0.0
Provider: ICS/WebDAV,0.2,0.2,0.4,0.2
Provider: Local Storage,0.0,0.0,1.0,0.0
Provider: WCAP,0.0,0.0,1.0,0.0
Proxy ACL Request,0.0,0.0,1.0,0.0
Public Pages,0.0,0.0,1.0,0.0
Pulse,0.0,0.0,1.0,0.0
Push,0.0,0.6666666666666666,0.3333333333333333,0.0
Push Health,0.0,0.0,1.0,0.0
Python Test,0.0,0.25,0.5,0.25
QA: Test Automation,1.0,0.0,0.0,0.0
QR,0.0,0.4,0.6,0.0
Query/Bug List,0.0,0.0,0.9230769230769231,0.07692307692307693
Questions,0.0,0.0,1.0,0.0
RDF,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0
RIL,0.0,0.0,1.0,0.0
RSS Discovery and Preview,0.0,0.0,1.0,0.0
RTSP,1.0,0.0,0.0,0.0
Raptor,0.012066365007541479,0.1583710407239819,0.7073906485671192,0.12217194570135746
Reader Mode,0.0,0.04477611940298507,0.6417910447761194,0.31343283582089554
Reader View,0.0,0.0,1.0,0.0
Reading List,0.0,0.0,1.0,0.0
Reftest,0.0,0.0,0.7777777777777778,0.2222222222222222
RelOps: General,0.0625,0.0,0.8125,0.125
RelOps: Hardware,0.0,0.0,1.0,0.0
RelOps: OpenCloudConfig,0.0,0.0,1.0,0.0
RelOps: Posix OS,0.0,0.0,1.0,0.0
RelOps: Puppet,0.0,0.0,1.0,0.0
RelOps: Windows OS,0.0,0.0,1.0,0.0
Release Automation,0.05555555555555555,0.12962962962962962,0.6851851851851852,0.12962962962962962
Release Automation: Snap,0.0,0.0,0.8,0.2
Release Engineering,0.21212121212121213,0.06060606060606061,0.7272727272727273,0.0
Release Requests,0.0,0.1111111111111111,0.8888888888888888,0.0
Remote Settings Client,0.021739130434782608,0.15217391304347827,0.782608695652174,0.043478260869565216
Reporter,0.0,0.0,1.0,0.0
Repository Account Requests,0.0,0.0,1.0,0.0
Request Handling,0.02127659574468085,0.1276595744680851,0.7872340425531915,0.06382978723404255
Responsive Design Mode,0.0,0.012658227848101266,0.8860759493670886,0.10126582278481013
Review,0.0,0.0,1.0,0.0
Rollouts,0.0,0.0,1.0,0.0
Runtime,0.0,0.0,1.0,0.0
SQLite and Embedded Database Bindings,0.03076923076923077,0.0,0.9230769230769231,0.046153846153846156
SRE,0.0,0.0,1.0,0.0
SSL Certificates,0.0,0.0,1.0,0.0
SSO: Issues,0.0,0.0,1.0,0.0
SVG,0.017857142857142856,0.04081632653061224,0.8061224489795918,0.13520408163265307
Safe Browsing,0.0273972602739726,0.0410958904109589,0.8904109589041096,0.0410958904109589
Sandboxing,0.0,0.03125,0.875,0.09375
Sanitizers,0.0,0.0,0.3333333333333333,0.6666666666666666
Scratchpad,0.0,0.0,1.0,0.0
Screen Sharing Whitelist,0.0,0.0,1.0,0.0
Screencasting,0.0,0.0,1.0,0.0
Screenshots,0.0,0.07692307692307693,0.6666666666666666,0.2564102564102564
Search,0.00796812749003984,0.10956175298804781,0.6932270916334662,0.1892430278884462
Searchfox,0.0,0.0,0.76,0.24
Security,0.023809523809523808,0.07936507936507936,0.8452380952380952,0.051587301587301584
Security Assurance,1.0,0.0,0.0,0.0
Security Assurance: Review Request,0.0,0.0,1.0,0.0
"Security Block-lists, Allow-lists, and other State",0.0,0.0,1.0,0.0
Security: CAPS,0.1,0.05,0.85,0.0
Security: General,0.0,0.0,1.0,0.0
Security: OTR,0.0,0.0,1.0,0.0
Security: OpenPGP,0.043478260869565216,0.41304347826086957,0.30434782608695654,0.2391304347826087
Security: PSM,0.033210332103321034,0.1070110701107011,0.6678966789667896,0.1918819188191882
Security: Process Sandboxing,0.02127659574468085,0.08156028368794327,0.6347517730496454,0.2624113475177305
Security: RLBox,0.0,0.2777777777777778,0.05555555555555555,0.6666666666666666
Security: Review Requests,0.0,0.0,1.0,0.0
Security: S/MIME,0.0,0.25,0.6875,0.0625
Security: UI,0.0625,0.125,0.8125,0.0
Server Operations,0.25,0.25,0.5,0.0
Server: Firefox Accounts,0.0,0.0,1.0,0.0
Server: Location,0.0,0.0,1.0,0.0
Server: Remote Settings,0.0,0.0,1.0,0.0
Server: Shavar,0.0,0.0,1.0,0.0
Server: Sync,0.0,0.0,1.0,0.0
Services,0.011764705882352941,0.0,0.9882352941176471,0.0
Session Restore,0.02,0.13,0.745,0.105
Settings,0.0,0.23529411764705882,0.5882352941176471,0.17647058823529413
Settings UI,0.008902077151335312,0.05341246290801187,0.7299703264094956,0.20771513353115728
Settings and Preferences,0.0,0.0,1.0,0.0
Share,0.0,0.6666666666666666,0.3333333333333333,0.0
Shared Components,0.0,0.0,1.0,0.0
Shell Integration,0.0,0.11510791366906475,0.7482014388489209,0.1366906474820144
Shield Study,0.0,0.13043478260869565,0.8695652173913043,0.0
Shopping,0.004098360655737705,0.20491803278688525,0.6516393442622951,0.13934426229508196
Shumway,0.0,0.0,1.0,0.0
Sidebar,0.01968503937007874,0.08267716535433071,0.6062992125984252,0.29133858267716534
Signature,0.0,0.0,1.0,0.0
Simple MAPI,0.0,0.0,1.0,0.0
Simulator,0.0,0.0,1.0,0.0
Sisyphus,0.0,0.0,1.0,0.0
Site Identity,0.007633587786259542,0.03816793893129771,0.8625954198473282,0.0916030534351145
Site Permissions,0.014705882352941176,0.16176470588235295,0.6911764705882353,0.1323529411764706
Site Reports,0.013966480446927373,0.5083798882681564,0.33519553072625696,0.1424581005586592
Skinability,0.0,0.0,1.0,0.0
SocialAPI,0.0,0.0,1.0,0.0
Source Code Analysis,0.0,0.015151515151515152,0.8181818181818182,0.16666666666666666
Source Documentation,0.0,0.05,0.55,0.4
Source Editor,0.0,0.0,1.0,0.0
Spelling Checker: en-US Dictionary,0.0,0.0,1.0,0.0
Spelling checker,0.0196078431372549,0.19607843137254902,0.6274509803921569,0.1568627450980392
Splinter,0.0,0.0,1.0,0.0
Stability,1.0,0.0,0.0,0.0
Startup & Profiles,0.0,0.3,0.5,0.2
Startup and Profile System,0.02247191011235955,0.4344569288389513,0.4157303370786517,0.12734082397003746
Storage,0.0,0.043478260869565216,0.8260869565217391,0.13043478260869565
Storage Inspector,0.0,0.0,0.8181818181818182,0.18181818181818182
Storage: Bucket File System,0.0,0.06666666666666667,0.9333333333333333,0.0
Storage: Cache API,0.0,0.034482758620689655,0.7931034482758621,0.1724137931034483
Storage: IndexedDB,0.024691358024691357,0.04938271604938271,0.7839506172839507,0.1419753086419753
Storage: Quota Manager,0.0049261083743842365,0.06403940886699508,0.8472906403940886,0.08374384236453201
Storage: StorageManager,0.0,0.0,0.8333333333333334,0.16666666666666666
Storage: localStorage & sessionStorage,0.11688311688311688,0.1038961038961039,0.7662337662337663,0.012987012987012988
String,0.0,0.0,0.0,1.0
Style Editor,0.0,0.0,0.8,0.2
Suggest,0.0,0.6,0.4,0.0
Support,0.0,0.0,1.0,0.0
Symbols,0.0,0.0,1.0,0.0
Sync,0.015037593984962405,0.06766917293233082,0.8571428571428571,0.06015037593984962
System Add-ons: Off-train Deployment,0.0,0.0,1.0,0.0
TBPL,0.0,0.3333333333333333,0.6666666666666666,0.0
Tabbed Browser,0.0031007751937984496,0.10697674418604651,0.703875968992248,0.18604651162790697
Tabs,0.0,0.1440677966101695,0.711864406779661,0.1440677966101695
Talos,0.0,0.07692307692307693,0.7692307692307693,0.15384615384615385
Task Configuration,0.04316546762589928,0.06474820143884892,0.6079136690647482,0.2841726618705036
Tasks,0.0,0.0,1.0,0.0
Telemetry,0.013440860215053764,0.021505376344086023,0.7123655913978495,0.25268817204301075
Test,0.0,0.047619047619047616,0.47619047619047616,0.47619047619047616
Test Pilot,1.0,0.0,0.0,0.0
Testing,0.02702702702702703,0.0,0.972972972972973,0.0
Testing Infrastructure,0.0,0.125,0.5833333333333334,0.2916666666666667
Tests,0.0,0.0,1.0,0.0
Text Selection,0.0,0.0,1.0,0.0
Theme,0.0035460992907801418,0.06560283687943262,0.7677304964539007,0.16312056737588654
Theme & Visual Design,0.0,0.0,1.0,0.0
Theme and Visual Design,0.125,0.0,0.875,0.0
Themes,0.0,0.08275862068965517,0.7517241379310344,0.16551724137931034
Third Party Packaging,0.018518518518518517,0.037037037037037035,0.12962962962962962,0.8148148148148148
Tiles,0.0,0.0,1.0,0.0
Tiles: Data Processing,0.0,0.0,1.0,0.0
Tinderbox,0.0,0.0,1.0,0.0
Toolbar,0.006153846153846154,0.1723076923076923,0.6276923076923077,0.19384615384615383
Toolbars and Customization,0.0038461538461538464,0.06153846153846154,0.7923076923076923,0.1423076923076923
Toolbars and Tabs,0.023255813953488372,0.023255813953488372,0.7674418604651163,0.18604651162790697
Toolbars and Toolbar Customization,0.0,0.0,1.0,0.0
Toolchains,0.0,0.00641025641025641,0.30128205128205127,0.6923076923076923
Tooling,0.0,0.13636363636363635,0.5454545454545454,0.3181818181818182
Tooling & Investigations,0.047619047619047616,0.0,0.8095238095238095,0.14285714285714285
Tools,0.0,0.0,0.5454545454545454,0.45454545454545453
Top Sites,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.0
Tours,0.0,0.07692307692307693,0.8461538461538461,0.07692307692307693
Tracking,0.0784313725490196,0.0196078431372549,0.8823529411764706,0.0196078431372549
Translations,0.0,0.08695652173913043,0.717391304347826,0.1956521739130435
Transplant,0.0,0.0,1.0,0.0
Treeherder,0.05263157894736842,0.0,0.9473684210526315,0.0
Treeherder: API,0.0,0.0,1.0,0.0
Treeherder: Data Ingestion,0.0,0.0,1.0,0.0
Treeherder: Frontend,0.0,0.0,1.0,0.0
Treeherder: Infrastructure,0.09090909090909091,0.045454545454545456,0.8636363636363636,0.0
Treeherder: SETA,0.0,0.0,1.0,0.0
Try,0.0,0.16279069767441862,0.7209302325581395,0.11627906976744186
UI,0.0,0.0,1.0,0.0
UI Design,0.07407407407407407,0.046296296296296294,0.8148148148148148,0.06481481481481481
UI Tests,0.012552301255230125,0.016736401673640166,0.29707112970711297,0.6736401673640168
UI Widgets,0.0,0.020114942528735632,0.8793103448275862,0.10057471264367816
UniFFI Bindings,0.0,0.0,0.8,0.2
Untriaged,0.012987012987012988,0.025974025974025976,0.5064935064935064,0.45454545454545453
Upload,0.0,0.0,1.0,0.0
Upstream Synchronization,0.028169014084507043,0.08450704225352113,0.15492957746478872,0.7323943661971831
User Interface,0.02247191011235955,0.033707865168539325,0.9438202247191011,0.0
User Story,0.0,0.0,1.0,0.0
User management,0.5,0.0,0.5,0.0
Users and Groups,1.0,0.0,0.0,0.0
Venkman JS Debugger,0.0,0.5,0.5,0.0
Video/Audio Controls,0.0,0.060240963855421686,0.8313253012048193,0.10843373493975904
View Source,0.0,0.0,1.0,0.0
Viewer App,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0
Virtualization,0.0,0.0,1.0,0.0
Visibility Requests,0.0,0.0,1.0,0.0
Web Analytics,0.0,0.0,1.0,0.0
Web Apps,0.0,0.0,1.0,0.0
Web Apps (PWAs),0.0,0.3333333333333333,0.6666666666666666,0.0
Web Audio,0.007936507936507936,0.07142857142857142,0.8174603174603174,0.10317460317460317
Web Audio Editor,0.0,0.0,1.0,0.0
Web Compatibility,0.0,1.0,0.0,0.0
Web Painting,0.05802047781569966,0.08191126279863481,0.8122866894197952,0.04778156996587031
Web Replay,0.047619047619047616,0.0,0.9523809523809523,0.0
Web Speech,0.0,0.125,0.875,0.0
Web Tools,0.0,0.0,1.0,0.0
WebAuthn,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
WebDriver BiDi,0.0,0.0,0.6855345911949685,0.31446540880503143
WebExtensions,0.0,0.25,0.46153846153846156,0.28846153846153844
WebGL Shader Editor,0.0,0.0,1.0,0.0
WebIDE,0.0,0.0,1.0,0.0
WebOps: Other,0.0,0.0,1.0,0.0
WebPayments UI,0.14285714285714285,0.0,0.8571428571428571,0.0
WebQA,0.0,0.0,1.0,0.0
WebRTC,0.024793388429752067,0.1349862258953168,0.7024793388429752,0.13774104683195593
WebRTC: Audio/Video,0.047619047619047616,0.14285714285714285,0.6398809523809523,0.16964285714285715
WebRTC: Networking,0.05263157894736842,0.21052631578947367,0.6842105263157895,0.05263157894736842
WebRTC: Signaling,0.015037593984962405,0.18796992481203006,0.7368421052631579,0.06015037593984962
WebVR,0.08,0.04,0.8266666666666667,0.05333333333333334
Webapp,0.02702702702702703,0.0,0.972972972972973,0.0
Webapp Runtime,0.0,0.0,1.0,0.0
Webext Storage,0.0,0.0,1.0,0.0
Website,0.0,0.0,1.0,0.0
What's New,0.0,0.0,1.0,0.0
Widget,0.02531645569620253,0.08860759493670886,0.6835443037974683,0.20253164556962025
Widget: Android,0.25,0.0,0.75,0.0
Widget: BeOS,0.5,0.0,0.5,0.0
Widget: Cocoa,0.040268456375838924,0.12751677852348994,0.7919463087248322,0.040268456375838924
Widget: Gonk,0.0,0.0,1.0,0.0
Widget: Gtk,0.008902077151335312,0.12759643916913946,0.7507418397626113,0.11275964391691394
Widget: Mac,0.0,0.0,1.0,0.0
Widget: Win32,0.018115942028985508,0.12681159420289856,0.7318840579710145,0.12318840579710146
Widget: WinRT,0.0,0.0,1.0,0.0
Wiki pages,0.0,0.0,1.0,0.0
Window Management,0.058823529411764705,0.058823529411764705,0.8235294117647058,0.058823529411764705
Workers,0.0,0.024390243902439025,0.9512195121951219,0.024390243902439025
X-remote,0.0,0.0,1.0,0.0
XBL,0.03225806451612903,0.03225806451612903,0.9032258064516129,0.03225806451612903
XForms,0.0,0.0,1.0,0.0
XML,0.15,0.275,0.475,0.1
XMPP,0.5,0.0,0.5,0.0
XPCOM,0.021021021021021023,0.08408408408408409,0.8078078078078078,0.08708708708708708
XPCShell Harness,0.0,0.05263157894736842,0.7368421052631579,0.21052631578947367
XPConnect,0.03496503496503497,0.055944055944055944,0.8811188811188811,0.027972027972027972
XSLT,0.0,0.47619047619047616,0.42857142857142855,0.09523809523809523
XUL,0.1072463768115942,0.07536231884057971,0.7739130434782608,0.043478260869565216
XUL Replacements,0.0,0.0,1.0,0.0
XULRunner,0.0,0.0,1.0,0.0
about:debugging,0.0,0.027777777777777776,0.8888888888888888,0.08333333333333333
about:logins,0.0,0.027777777777777776,0.8333333333333334,0.1388888888888889
about:memory,0.0,0.0,0.875,0.125
air.mozilla.com,0.0,0.0,1.0,0.0
bugzilla.org,0.0,0.0,1.0,0.0
compare-locales,0.0,0.0,1.0,0.0
cs / Czech,0.0,0.0,1.0,0.0
de / German,0.0,0.0,0.8333333333333334,0.16666666666666666
es-AR / Spanish (Argentina),0.0,0.0,1.0,0.0
external-media-tests,0.0,0.0,1.0,0.0
fr / French,0.0,0.0,1.0,0.0
geckodriver,0.00909090909090909,0.03636363636363636,0.9363636363636364,0.01818181818181818
getpocket.com,0.0,0.0,1.0,0.0
he / Hebrew,0.0,0.0,1.0,0.0
irlpodcast.org,0.0,0.0,1.0,0.0
ja / Japanese,0.0,0.0,1.0,0.0
js-ctypes,0.0,0.0,1.0,0.0
lt / Lithuanian,0.0,0.0,1.0,0.0
moz-phab,0.0,0.034482758620689655,0.9655172413793104,0.0
mozglue,0.05,0.075,0.6,0.275
mozperftest,0.007142857142857143,0.20714285714285716,0.6,0.18571428571428572
mozregression,0.04,0.12,0.84,0.0
mozscreenshots,0.0,0.0,0.3333333333333333,0.6666666666666666
paste.mozilla.org,0.0,0.0,1.0,0.0
planet.mozilla.org,0.0,0.0,1.0,0.0
pt-BR / Portuguese (Brazil),0.0,0.0,1.0,0.0
reps.mozilla.org,0.0,0.25,0.75,0.0
ro / Romanian,0.0,0.0,1.0,0.0
sv-SE / Swedish,0.0,0.0,1.0,0.0
tl / Tagalog,0.0,0.0,1.0,0.0
trs / Triqui,0.0,0.0,1.0,0.0
web-platform-tests,0.002544529262086514,0.005089058524173028,0.7150127226463104,0.27735368956743
wiki.mozilla.org,0.0,0.0,1.0,0.0
